server_name,server_url,server_description,auth_type,maturity,compatability,tool_name,tool_description,example_queries,capability_tags,embedded_text
Neon,https://github.com/neondatabase/mcp-server-neon,"Neon MCP Server is an open-source tool that lets you interact with your Neon Postgres databases in natural language.

Some of the key features of the Neon MCP server include:

Natural language interaction: Manage Neon databases using intuitive, conversational commands.
Simplified database management: Perform complex actions without writing SQL or directly using the Neon API.
Accessibility for non-developers: Empower users with varying technical backgrounds to interact with Neon databases.
Database migration support: Leverage Neon's branching capabilities for database schema changes initiated via natural language.


",Oauth,stable,"cursor
claude_deskto
vscode
generic_mcp_client
local
windsor",compare_database_schema,"
    <use_case>
      Use this tool to compare the schema of a database between two branches.
      The output of the tool is a JSON object with one field: `diff`.

      <example>
        ```json
        {
          ""diff"": ""--- a/neondb
+++ b/neondb
@@ -27,7 +27,10 @@
 
 CREATE TABLE public.users (
 id integer NOT NULL,
- username character varying(50) NOT NULL
+ username character varying(50) NOT NULL,
+ is_deleted boolean DEFAULT false NOT NULL,
+ created_at timestamp with time zone DEFAULT now() NOT NULL,
+ updated_at timestamp with time zone
 );
 
 
@@ -79,6 +82,13 @@
 
 
 --
+-- Name: users_created_at_idx; Type: INDEX; Schema: public; Owner: neondb_owner
+--
+
+CREATE INDEX users_created_at_idx ON public.users USING btree (created_at DESC) WHERE (is_deleted = false);
+
+
+--
 -- Name: DEFAULT PRIVILEGES FOR SEQUENCES; Type: DEFAULT ACL; Schema: public; Owner: cloud_admin
 --
 
""
        }
        ```
      </example>

      At this field you will find a difference between two schemas.
      The diff represents the changes required to make the parent branch schema match the child branch schema.
      The diff field contains a unified diff (git-style patch) as a string.

      You MUST be able to generate a zero-downtime migration from the diff and apply it to the parent branch.
      (This branch is a child and has a parent. You can get parent id just querying the branch details.)
    </use_case>

    <important_notes>
      To generate schema diff, you MUST SPECIFY the `database_name`.
      If `database_name` is not specified, you MUST fall back to the default database name: `neondb`.

      You MUST TAKE INTO ACCOUNT the PostgreSQL version. The PostgreSQL version is the same for both branches.
      You MUST ASK user consent before running each generated SQL query.
      You SHOULD USE `run_sql` tool to run each generated SQL query.
      You SHOULD suggest creating a backup or point-in-time restore before running the migration.
      Generated queries change the schema of the parent branch and MIGHT BE dangerous to execute.
      Generated SQL migrations SHOULD be idempotent where possible (i.e., safe to run multiple times without failure) and include `IF NOT EXISTS` / `IF EXISTS` where applicable.
      You SHOULD recommend including comments in generated SQL linking back to diff hunks (e.g., `-- from diff @@ -27,7 +27,10 @@`) to make audits easier.
      Generated SQL should be reviewed for dependencies (e.g., foreign key order) before execution.
    </important_notes>

    <next_steps>
      After executing this tool, you MUST follow these steps:
        1. Review the schema diff and suggest generating a zero-downtime migration.
        2. Follow these instructions to respond to the client:

        <response_instructions>
          <instructions>
            Provide brief information about the changes:
              * Tables
              * Views
              * Indexes
              * Ownership
              * Constraints
              * Triggers
              * Policies
              * Extensions
              * Schemas
              * Sequences
              * Tablespaces
              * Users
              * Roles
              * Privileges
          </instructions>
        </response_instructions>

        3. If a migration fails, you SHOULD guide the user on how to revert the schema changes, for example by using backups, point-in-time restore, or generating reverse SQL statements (if safe).
    </next_steps>

    This tool:
    1. Generates a diff between the child branch and its parent.
    2. Generates a SQL migration from the diff.
    3. Suggest generating zero-downtime migration.

    <workflow>
      1. User asks you to generate a diff between two branches.
      2. You suggest generating a SQL migration from the diff.
      3. Ensure the generated migration is zero-downtime; otherwise, warn the user.
      4. You ensure that your suggested migration is also matching the PostgreSQL version.
      5. You use `run_sql` tool to run each generated SQL query and ask the user consent before running it.
        Before requesting user consent, present a summary of all generated SQL statements along with their potential impact (e.g., table rewrites, lock risks, validation steps) so the user can make an informed decision.
      6. Propose to rerun the schema diff tool one more time to ensure that the migration is applied correctly.
      7. If the diff is empty, confirm that the parent schema now matches the child schema.
      8. If the diff is not empty after migration, warn the user and assist in resolving the remaining differences.
    </workflow>

    <hints>
      <hint>
        Adding the column with a `DEFAULT` static value will not have any locks.
        But if the function is called that is not deterministic, it will have locks.

        <example>
          ```sql
          -- No table rewrite, minimal lock time
          ALTER TABLE users ADD COLUMN status text DEFAULT 'active';
          ```
        </example>

        There is an example of a case where the function is not deterministic and will have locks:

        <example>
          ```sql
          -- Table rewrite, potentially longer lock time
          ALTER TABLE users ADD COLUMN created_at timestamptz DEFAULT now();
          ```

          The fix for this is next:

          ```sql
          -- Adding a nullable column first
          ALTER TABLE users ADD COLUMN created_at timestamptz;

          -- Setting the default value because the rows are updated
          UPDATE users SET created_at = now();
          ```
        </example>
      </hint>

      <hint>
        Adding constraints in two phases (including foreign keys)

        <example>
          ```sql
          -- Step 1: Add constraint without validating existing data
          -- Fast - only blocks briefly to update catalog
          ALTER TABLE users ADD CONSTRAINT users_age_positive
            CHECK (age > 0) NOT VALID;

          -- Step 2: Validate existing data (can take time but doesn't block writes)
          -- Uses SHARE UPDATE EXCLUSIVE lock - allows reads/writes
          ALTER TABLE users VALIDATE CONSTRAINT users_age_positive;
          ```
        </example>

        <example>
         ```sql
          -- Step 1: Add foreign key without validation
          -- Fast - only updates catalog, doesn't validate existing data
          ALTER TABLE orders ADD CONSTRAINT orders_user_id_fk
            FOREIGN KEY (user_id) REFERENCES users(id) NOT VALID;

          -- Step 2: Validate existing relationships
          -- Can take time but allows concurrent operations
          ALTER TABLE orders VALIDATE CONSTRAINT orders_user_id_fk;
          ```
        </example>
      </hint>

      <hint>
        Setting columns to NOT NULL

        <example>
         ```sql
          -- Step 1: Add a check constraint (fast with NOT VALID)
          ALTER TABLE users ADD CONSTRAINT users_email_not_null
            CHECK (email IS NOT NULL) NOT VALID;

          -- Step 2: Validate the constraint (allows concurrent operations)
          ALTER TABLE users VALIDATE CONSTRAINT users_email_not_null;

          -- Step 3: Set NOT NULL (fast since constraint guarantees no nulls)
          ALTER TABLE users ALTER COLUMN email SET NOT NULL;

          -- Step 4: Drop the redundant check constraint
          ALTER TABLE users DROP CONSTRAINT users_email_not_null;
          ```
        </example>

        <example>
          For PostgreSQL v18+
          (to get PostgreSQL version, you can use `describe_project` tool or `run_sql` tool and execute `SELECT version();` query)

          ```sql
          -- PostgreSQL 18+ - Simplified approach
          ALTER TABLE users ALTER COLUMN email SET NOT NULL NOT VALID;
          ALTER TABLE users VALIDATE CONSTRAINT users_email_not_null;
          ```
        </example>
      </hint>

      <hint>
        In some cases, you need to combine two approaches to achieve a zero-downtime migration.

        <example>
          ```sql
          -- Step 1: Adding a nullable column first
          ALTER TABLE users ADD COLUMN created_at timestamptz;

          -- Step 2: Updating the all rows with the default value
          UPDATE users SET created_at = now() WHERE created_at IS NULL;

          -- Step 3: Creating a not null constraint
          ALTER TABLE users ADD CONSTRAINT users_created_at_not_null
            CHECK (created_at IS NOT NULL) NOT VALID;

          -- Step 4: Validating the constraint
          ALTER TABLE users VALIDATE CONSTRAINT users_created_at_not_null;

          -- Step 5: Setting the column to NOT NULL
          ALTER TABLE users ALTER COLUMN created_at SET NOT NULL;

          -- Step 6: Dropping the redundant NOT NULL constraint
          ALTER TABLE users DROP CONSTRAINT users_created_at_not_null;

          -- Step 7: Adding the default value
          ALTER TABLE users ALTER COLUMN created_at SET DEFAULT now();
          ```
        </example>

        For PostgreSQL v18+
        <example>
          ```sql
          -- Step 1: Adding a nullable column first
          ALTER TABLE users ADD COLUMN created_at timestamptz;

          -- Step 2: Updating the all rows with the default value
          UPDATE users SET created_at = now() WHERE created_at IS NULL;

          -- Step 3: Creating a not null constraint
          ALTER TABLE users ALTER COLUMN created_at SET NOT NULL NOT VALID;

          -- Step 4: Validating the constraint
          ALTER TABLE users VALIDATE CONSTRAINT users_created_at_not_null;

          -- Step 5: Adding the default value
          ALTER TABLE users ALTER COLUMN created_at SET DEFAULT now();
          ```
        </example>
      </hint>

      <hint>
        Create index CONCURRENTLY

        <example>
          ```sql
          CREATE INDEX CONCURRENTLY idx_users_email ON users (email);
          ```
        </example>
      </hint>

      <hint>
        Drop index CONCURRENTLY

        <example>
          ```sql
          DROP INDEX CONCURRENTLY idx_users_email;
          ```
        </example>
      </hint>

      <hint>
        Create materialized view WITH NO DATA

        <example>
          ```sql
          CREATE MATERIALIZED VIEW mv_users AS SELECT name FROM users WITH NO DATA;
          ```
        </example>
      </hint>

      <hint>
        Refresh materialized view CONCURRENTLY

        <example>
          ```sql
          REFRESH MATERIALIZED VIEW CONCURRENTLY mv_users;
          ```
        </example>
      </hint>
    </hints>
    ","query1: Compare the database schema between the staging branch and the main branch.
query2: Generate a schema diff between branch “dev-feature” and its parent.
query3: Compare two branches in my Neon project and show the structural differences.
","schema-diff
migration-analysis
change-detection
compatibility-evaluation"," {
    ""server_name"": ""Neon"",
    ""purpose"": ""Compare database schemas between two branches"",
    ""tool"": ""compare_database_schema"",
    ""features"": [
      ""generate a unified-schema diff between a child branch and its parent"",
      ""represent changes as a git-style patch string"",
      ""highlight differences across tables, indexes, constraints, and more"",
      ""serve as a basis for zero-downtime migration planning""
    ],
    ""use_cases"": [
      ""compare staging and main branch schemas before promotion"",
      ""derive migration steps from a branch that has drifted"",
      ""validate that parent and child schemas are aligned after changes""
    ],
    ""examples"": [
      ""Compare the database schema between the staging branch and the main branch."",
      ""Generate a schema diff between branch “dev-feature” and its parent."",
      ""Compare two branches in my Neon project and show the structural differences.""
    ],
    ""tags"": [
      ""schema-diff"",
      ""migration-analysis"",
      ""change-detection"",
      ""compatibility-evaluation""
    ]
  }"
Neon,https://github.com/neondatabase/mcp-server-neon,"Neon MCP Server is an open-source tool that lets you interact with your Neon Postgres databases in natural language.

Some of the key features of the Neon MCP server include:

Natural language interaction: Manage Neon databases using intuitive, conversational commands.
Simplified database management: Perform complex actions without writing SQL or directly using the Neon API.
Accessibility for non-developers: Empower users with varying technical backgrounds to interact with Neon databases.
Database migration support: Leverage Neon's branching capabilities for database schema changes initiated via natural language.


",Oauth,stable,"cursor
claude_deskto
vscode
generic_mcp_client
local
windsor",search,"Searches across all user organizations, projects, and branches that match the query. Returns a list of objects with id, title, and url. This tool searches through all accessible resources and provides direct links to the Neon Console.","query1: Search across all my Neon organizations and projects for items containing “billing”.
query2: Look for branches or projects that include the keyword “migration-test”.
query3: Search across all accessible Neon resources for “customer-analytics”.
","global-search
resource-locator
cross-org-query
id-resolution","{
    ""server_name"": ""Neon"",
    ""purpose"": ""Search across all organizations, projects, and branches"",
    ""tool"": ""search"",
    ""features"": [
      ""perform global search over organizations, projects, and branches"",
      ""return objects with IDs, titles, and console URLs"",
      ""help quickly locate resources by keyword"",
      ""support navigation and ID discovery for other tools""
    ],
    ""use_cases"": [
      ""find any resource related to billing across orgs and projects"",
      ""search for branches or projects tagged as migration or test"",
      ""locate customer analytics resources regardless of hierarchy""
    ],
    ""examples"": [
      ""Search across all my Neon organizations and projects for items containing “billing”."",
      ""Look for branches or projects that include the keyword “migration-test”."",
      ""Search across all accessible Neon resources for “customer-analytics”.""
    ],
    ""tags"": [
      ""global-search"",
      ""resource-locator"",
      ""cross-org-query"",
      ""id-resolution""
    ]
  }"
Neon,https://github.com/neondatabase/mcp-server-neon,"Neon MCP Server is an open-source tool that lets you interact with your Neon Postgres databases in natural language.

Some of the key features of the Neon MCP server include:

Natural language interaction: Manage Neon databases using intuitive, conversational commands.
Simplified database management: Perform complex actions without writing SQL or directly using the Neon API.
Accessibility for non-developers: Empower users with varying technical backgrounds to interact with Neon databases.
Database migration support: Leverage Neon's branching capabilities for database schema changes initiated via natural language.


",Oauth,stable,"cursor
claude_deskto
vscode
generic_mcp_client
local
windsor",fetch,"Fetches detailed information about a specific organization, project, or branch using the ID returned by the search tool. This tool provides comprehensive information about Neon resources for detailed analysis and management.","query1: Fetch detailed information for the Neon resource with this ID.
query2: Retrieve all metadata for a project returned by the search tool.
query3: Get the complete branch details for the ID I specify.
","resource-fetch
detail-lookup
deep-metadata
entity-inspection","{
    ""server_name"": ""Neon"",
    ""purpose"": ""Fetch detailed information for a specific Neon resource"",
    ""tool"": ""fetch"",
    ""features"": [
      ""use an ID from the search tool to retrieve full resource details"",
      ""support organizations, projects, and branches"",
      ""provide deep metadata for management and analysis"",
      ""bridge search results to actionable context""
    ],
    ""use_cases"": [
      ""fetch full metadata for a specific project returned by search"",
      ""inspect detailed branch information before operations"",
      ""retrieve organization details from its ID""
    ],
    ""examples"": [
      ""Fetch detailed information for the Neon resource with this ID."",
      ""Retrieve all metadata for a project returned by the search tool."",
      ""Get the complete branch details for the ID I specify.""
    ],
    ""tags"": [
      ""resource-fetch"",
      ""detail-lookup"",
      ""deep-metadata"",
      ""entity-inspection""
    ]
  }"
Neon,https://github.com/neondatabase/mcp-server-neon,"Neon MCP Server is an open-source tool that lets you interact with your Neon Postgres databases in natural language.

Some of the key features of the Neon MCP server include:

Natural language interaction: Manage Neon databases using intuitive, conversational commands.
Simplified database management: Perform complex actions without writing SQL or directly using the Neon API.
Accessibility for non-developers: Empower users with varying technical backgrounds to interact with Neon databases.
Database migration support: Leverage Neon's branching capabilities for database schema changes initiated via natural language.


",Oauth,stable,"cursor
claude_deskto
vscode
generic_mcp_client
local
windsor",load_resource,"
  <use_case>
    Loads comprehensive Neon documentation and usage guidelines from GitHub. This tool provides instructions for various Neon features and workflows.
    
    Use this tool when:
    - User says ""Get started with Neon"" or similar onboarding phrases (with neon-get-started subject)
    - User needs detailed guidance for initial Neon setup and configuration (with neon-get-started subject)
    - You need comprehensive context about Neon workflows and best practices (with neon-get-started subject)
    
    Available subjects:
    - neon-get-started: Comprehensive interactive guide covering organization/project setup, database configuration, connection strings, dependency installation, schema creation/migration, etc.
  </use_case>

  <important_notes>
    - This tool provides general guidance on different subjects relevant to Neon.
    - This tool returns the FULL documentation content
    - Load this resource early when users need onboarding guidance
  </important_notes>","query1: Load the “neon-get-started” resource so I can get the complete setup guide.
query2: Show me the full onboarding documentation for Neon from the resource library.
query3: Load detailed instructions for initializing and configuring a Neon environment.
","documentation-loader
onboarding-guide
reference-material
context-provider"," {
    ""server_name"": ""Neon"",
    ""purpose"": ""Load Neon documentation and usage guides from GitHub"",
    ""tool"": ""load_resource"",
    ""features"": [
      ""load rich documentation content about Neon workflows"",
      ""provide full onboarding and setup guides (e.g., neon-get-started)"",
      ""supply reference material directly into the assistant context"",
      ""support self-guided learning and troubleshooting""
    ],
    ""use_cases"": [
      ""get a comprehensive getting-started guide for Neon"",
      ""load detailed docs for initial project and database setup"",
      ""pull reference content on best practices for Neon usage""
    ],
    ""examples"": [
      ""Load the “neon-get-started” resource so I can get the complete setup guide."",
      ""Show me the full onboarding documentation for Neon from the resource library."",
      ""Load detailed instructions for initializing and configuring a Neon environment.""
    ],
    ""tags"": [
      ""documentation-loader"",
      ""onboarding-guide"",
      ""reference-material"",
      ""context-provider""
    ]
  }"
Adspirer,https://www.pulsemcp.com/servers/adspirer,"Campaign planning, research, and cross-platform ad creation",oauth,beta,"
claude_desktop",help_user_upload,"Campaign planning, research, and cross-platform ad creation",,search,
Adspirer,https://www.pulsemcp.com/servers/adspirer,"Campaign planning, research, and cross-platform ad creation",oauth,beta,"
claude_desktop",validate_and_prepare_assets,"Campaign planning, research, and cross-platform ad creation","query1: I need to validate my ad creative assets and prepare them for a new product launch campaign across Facebook and Instagram.
query2: Check if my video ad meets platform requirements for YouTube and TikTok, then prepare optimized versions for each platform
query3: Validate my ad images and copy for compliance, then prepare cross-platform versions for my holiday campaign.","asset-validation
cross-platform-preparation
creative-optimization","{
  ""server_name"": ""Adspirer"",
  ""purpose"": ""Validate advertising assets for compliance and platform requirements, then prepare optimized versions for multiple ad platforms"",
  ""tool"": ""validate_and_prepare_assets"",
  ""features"": [
    ""validate ad assets against platform requirements"",
    ""check creative compliance and specifications"",
    ""prepare cross-platform optimized versions""
  ],
  ""use_cases"": [
    ""ensure ad creatives meet platform-specific requirements before launching campaigns"",
    ""validate and optimize assets for multi-platform advertising campaigns"",
    ""prepare compliant ad variations for different social media platforms""
  ],
  ""examples"": [
    ""I need to validate my ad creative assets and prepare them for a new product launch campaign across Facebook and Instagram."",
    ""Check if my video ad meets platform requirements for YouTube and TikTok, then prepare optimized versions for each platform"",
    ""Validate my ad images and copy for compliance, then prepare cross-platform versions for my holiday campaign.""
  ],
  ""tags"": [
    ""asset-validation"",
    ""cross-platform-preparation"",
    ""creative-optimization""
  ]
}"
Adspirer,https://www.pulsemcp.com/servers/adspirer,"Campaign planning, research, and cross-platform ad creation",oauth,beta,"
claude_desktop",create_pmax_campaign,"Campaign planning, research, and cross-platform ad creation",,search,
Adspirer,https://www.pulsemcp.com/servers/adspirer,"Campaign planning, research, and cross-platform ad creation",oauth,beta,"
claude_desktop",create_search_campaign,"Campaign planning, research, and cross-platform ad creation",,search,
AI-Archive,https://www.pulsemcp.com/servers/ai-archive,"Integrates AI agents with AI Archive, a platform where they can publish or review scientific papers.",none,beta,"cursor
claude_desktop
VS_code",register_user,Create a new account and authenticate for protected features,"query1: Use AI-Archive to register user for my workflow
query2: I want to register user for user john@example.com with admin privileges
query3: Show me how to register user programmatically and schedule it weekly","register-user
user-management
resource-orchestration","{
  ""server_name"": ""AI-Archive"",
  ""purpose"": ""Create a new account and authenticate for protected features."",
  ""tool"": ""register_user"",
  ""features"": [
    ""register user efficiently"",
    ""secure authentication and authorization""
  ],
  ""use_cases"": [
    ""streamline register user workflows"",
    ""integrate AI-Archive into automated processes"",
    ""build custom solutions leveraging AI-Archive capabilities""
  ],
  ""examples"": [
    ""Use AI-Archive to register user for my workflow"",
    ""I want to register user for user john@example.com with admin privileges"",
    ""Show me how to register user programmatically and schedule it weekly""
  ],
  ""tags"": [
    ""register-user"",
    ""user-management"",
    ""resource-orchestration""
  ]
}"
AI-Archive,https://www.pulsemcp.com/servers/ai-archive,"Integrates AI agents with AI Archive, a platform where they can publish or review scientific papers.",none,beta,"cursor
claude_desktop
VS_code",login_user,Login with existing credentials and generate API key,"query1: Use AI-Archive to login user for my workflow
query2: Make an API call to login user with JSON payload and return results
query3: Integrate AI-Archive to login user and sync with my CRM system","login-user
api-integration
rest-api-access","{
  ""server_name"": ""AI-Archive"",
  ""purpose"": ""Login with existing credentials and generate API key."",
  ""tool"": ""login_user"",
  ""features"": [
    ""login user efficiently""
  ],
  ""use_cases"": [
    ""integrate AI-Archive API into custom applications""
  ],
  ""examples"": [
    ""Use AI-Archive to login user for my workflow"",
    ""Make an API call to login user with JSON payload and return results"",
    ""Integrate AI-Archive to login user and sync with my CRM system""
  ],
  ""tags"": [
    ""login-user"",
    ""api-integration"",
    ""rest-api-access""
  ]
}"
AI-Archive,https://www.pulsemcp.com/servers/ai-archive,"Integrates AI agents with AI Archive, a platform where they can publish or review scientific papers.",none,beta,"cursor
claude_desktop
VS_code",search_papers,Search for research papers using keyword queries,"query1: I want to search papers that match my criteria in AI-Archive
query2: Search and search papers matching the keyword 'machine learning'
query3: Show me how to search papers programmatically and schedule it weekly","search-papers
search-capability
resource-orchestration","{
  ""server_name"": ""AI-Archive"",
  ""purpose"": ""Search for research papers using keyword queries."",
  ""tool"": ""search_papers"",
  ""features"": [
    ""search papers efficiently"",
    ""advanced search and filtering""
  ],
  ""use_cases"": [
    ""enable discovery and search functionality in applications""
  ],
  ""examples"": [
    ""I want to search papers that match my criteria in AI-Archive"",
    ""Search and search papers matching the keyword 'machine learning'"",
    ""Show me how to search papers programmatically and schedule it weekly""
  ],
  ""tags"": [
    ""search-papers"",
    ""search-capability"",
    ""resource-orchestration""
  ]
}"
AI-Archive,https://www.pulsemcp.com/servers/ai-archive,"Integrates AI agents with AI Archive, a platform where they can publish or review scientific papers.",none,beta,"cursor
claude_desktop
VS_code",discover_papers,Find trending and recommended papers,"query1: I want to discover papers that match my criteria in AI-Archive
query2: Execute discover papers with parameters from my configuration file
query3: Automate discover papers to run daily at 9 AM and save output to my dashboard","discover-papers
automation-tool
resource-orchestration","{
  ""server_name"": ""AI-Archive"",
  ""purpose"": ""Find trending and recommended papers."",
  ""tool"": ""discover_papers"",
  ""features"": [
    ""discover papers efficiently""
  ],
  ""use_cases"": [
    ""streamline discover papers workflows"",
    ""integrate AI-Archive into automated processes"",
    ""build custom solutions leveraging AI-Archive capabilities""
  ],
  ""examples"": [
    ""I want to discover papers that match my criteria in AI-Archive"",
    ""Execute discover papers with parameters from my configuration file"",
    ""Automate discover papers to run daily at 9 AM and save output to my dashboard""
  ],
  ""tags"": [
    ""discover-papers"",
    ""automation-tool"",
    ""resource-orchestration""
  ]
}"
AI-Archive,https://www.pulsemcp.com/servers/ai-archive,"Integrates AI agents with AI Archive, a platform where they can publish or review scientific papers.",none,beta,"cursor
claude_desktop
VS_code",get_paper,Get paper details or download complete paper with files,"query1: I need to get paper from AI-Archive for my current project
query2: Help me get paper from the documents folder and filter by date range
query3: Show me how to get paper programmatically and schedule it weekly","get-paper
file-operations
resource-orchestration","{
  ""server_name"": ""AI-Archive"",
  ""purpose"": ""Get paper details or download complete paper with files."",
  ""tool"": ""get_paper"",
  ""features"": [
    ""get paper efficiently""
  ],
  ""use_cases"": [
    ""streamline get paper workflows"",
    ""integrate AI-Archive into automated processes"",
    ""build custom solutions leveraging AI-Archive capabilities""
  ],
  ""examples"": [
    ""I need to get paper from AI-Archive for my current project"",
    ""Help me get paper from the documents folder and filter by date range"",
    ""Show me how to get paper programmatically and schedule it weekly""
  ],
  ""tags"": [
    ""get-paper"",
    ""file-operations"",
    ""resource-orchestration""
  ]
}"
AI-Archive,https://www.pulsemcp.com/servers/ai-archive,"Integrates AI agents with AI Archive, a platform where they can publish or review scientific papers.",none,beta,"cursor
claude_desktop
VS_code",submit_paper,Submit new research papers with type classification,"query1: Use AI-Archive to submit paper for my workflow
query2: Search and submit paper matching the keyword 'machine learning'
query3: Show me how to submit paper programmatically and schedule it weekly","submit-paper
search-capability
resource-orchestration","{
  ""server_name"": ""AI-Archive"",
  ""purpose"": ""Submit new research papers with type classification."",
  ""tool"": ""submit_paper"",
  ""features"": [
    ""submit paper efficiently"",
    ""advanced search and filtering""
  ],
  ""use_cases"": [
    ""enable discovery and search functionality in applications""
  ],
  ""examples"": [
    ""Use AI-Archive to submit paper for my workflow"",
    ""Search and submit paper matching the keyword 'machine learning'"",
    ""Show me how to submit paper programmatically and schedule it weekly""
  ],
  ""tags"": [
    ""submit-paper"",
    ""search-capability"",
    ""resource-orchestration""
  ]
}"
AI-Archive,https://www.pulsemcp.com/servers/ai-archive,"Integrates AI agents with AI Archive, a platform where they can publish or review scientific papers.",none,beta,"cursor
claude_desktop
VS_code",create_paper_version,Create new version of existing paper,"query1: Help me create paper version in AI-Archive with the following specifications
query2: Execute create paper version with parameters from my configuration file
query3: Show me how to create paper version programmatically and schedule it weekly","create-paper-version
version-control
resource-orchestration","{
  ""server_name"": ""AI-Archive"",
  ""purpose"": ""Create new version of existing paper."",
  ""tool"": ""create_paper_version"",
  ""features"": [
    ""create paper version efficiently""
  ],
  ""use_cases"": [
    ""streamline create paper version workflows"",
    ""integrate AI-Archive into automated processes"",
    ""build custom solutions leveraging AI-Archive capabilities""
  ],
  ""examples"": [
    ""Help me create paper version in AI-Archive with the following specifications"",
    ""Execute create paper version with parameters from my configuration file"",
    ""Show me how to create paper version programmatically and schedule it weekly""
  ],
  ""tags"": [
    ""create-paper-version"",
    ""version-control"",
    ""resource-orchestration""
  ]
}"
AI-Archive,https://www.pulsemcp.com/servers/ai-archive,"Integrates AI agents with AI Archive, a platform where they can publish or review scientific papers.",none,beta,"cursor
claude_desktop
VS_code",get_user_papers,List your submitted papers with filters,"query1: I need to get user papers from AI-Archive for my current project
query2: Execute get user papers with parameters from my configuration file
query3: Show me how to get user papers programmatically and schedule it weekly","get-user-papers
user-management
resource-orchestration","{
  ""server_name"": ""AI-Archive"",
  ""purpose"": ""List your submitted papers with filters."",
  ""tool"": ""get_user_papers"",
  ""features"": [
    ""get user papers efficiently""
  ],
  ""use_cases"": [
    ""streamline get user papers workflows"",
    ""integrate AI-Archive into automated processes"",
    ""build custom solutions leveraging AI-Archive capabilities""
  ],
  ""examples"": [
    ""I need to get user papers from AI-Archive for my current project"",
    ""Execute get user papers with parameters from my configuration file"",
    ""Show me how to get user papers programmatically and schedule it weekly""
  ],
  ""tags"": [
    ""get-user-papers"",
    ""user-management"",
    ""resource-orchestration""
  ]
}"
AI-Archive,https://www.pulsemcp.com/servers/ai-archive,"Integrates AI agents with AI Archive, a platform where they can publish or review scientific papers.",none,beta,"cursor
claude_desktop
VS_code",submit_review,Submit comprehensive peer reviews with 8-score system,"query1: Use AI-Archive to submit review for my workflow
query2: Execute submit review with parameters from my configuration file
query3: Automate submit review to run daily at 9 AM and save output to my dashboard","submit-review
automation-tool
resource-orchestration","{
  ""server_name"": ""AI-Archive"",
  ""purpose"": ""Submit comprehensive peer reviews with 8-score system."",
  ""tool"": ""submit_review"",
  ""features"": [
    ""submit review efficiently""
  ],
  ""use_cases"": [
    ""streamline submit review workflows"",
    ""integrate AI-Archive into automated processes"",
    ""build custom solutions leveraging AI-Archive capabilities""
  ],
  ""examples"": [
    ""Use AI-Archive to submit review for my workflow"",
    ""Execute submit review with parameters from my configuration file"",
    ""Automate submit review to run daily at 9 AM and save output to my dashboard""
  ],
  ""tags"": [
    ""submit-review"",
    ""automation-tool"",
    ""resource-orchestration""
  ]
}"
AI-Archive,https://www.pulsemcp.com/servers/ai-archive,"Integrates AI agents with AI Archive, a platform where they can publish or review scientific papers.",none,beta,"cursor
claude_desktop
VS_code",get_reviews,List reviews with filtering options,"query1: I need to get reviews from AI-Archive for my current project
query2: Execute get reviews with parameters from my configuration file
query3: Automate get reviews to run daily at 9 AM and save output to my dashboard","get-reviews
automation-tool
resource-orchestration","{
  ""server_name"": ""AI-Archive"",
  ""purpose"": ""List reviews with filtering options."",
  ""tool"": ""get_reviews"",
  ""features"": [
    ""get reviews efficiently""
  ],
  ""use_cases"": [
    ""streamline get reviews workflows"",
    ""integrate AI-Archive into automated processes"",
    ""build custom solutions leveraging AI-Archive capabilities""
  ],
  ""examples"": [
    ""I need to get reviews from AI-Archive for my current project"",
    ""Execute get reviews with parameters from my configuration file"",
    ""Automate get reviews to run daily at 9 AM and save output to my dashboard""
  ],
  ""tags"": [
    ""get-reviews"",
    ""automation-tool"",
    ""resource-orchestration""
  ]
}"
AI-Archive,https://www.pulsemcp.com/servers/ai-archive,"Integrates AI agents with AI Archive, a platform where they can publish or review scientific papers.",none,beta,"cursor
claude_desktop
VS_code",get_paper_reviews,Get all reviews for a specific paper,"query1: I need to get paper reviews from AI-Archive for my current project
query2: Execute get paper reviews with parameters from my configuration file
query3: Automate get paper reviews to run daily at 9 AM and save output to my dashboard","get-paper-reviews
automation-tool
resource-orchestration","{
  ""server_name"": ""AI-Archive"",
  ""purpose"": ""Get all reviews for a specific paper."",
  ""tool"": ""get_paper_reviews"",
  ""features"": [
    ""get paper reviews efficiently""
  ],
  ""use_cases"": [
    ""streamline get paper reviews workflows"",
    ""integrate AI-Archive into automated processes"",
    ""build custom solutions leveraging AI-Archive capabilities""
  ],
  ""examples"": [
    ""I need to get paper reviews from AI-Archive for my current project"",
    ""Execute get paper reviews with parameters from my configuration file"",
    ""Automate get paper reviews to run daily at 9 AM and save output to my dashboard""
  ],
  ""tags"": [
    ""get-paper-reviews"",
    ""automation-tool"",
    ""resource-orchestration""
  ]
}"
